Moisture,ADC,Temperature,Humidity
12.14,2832,31.7,57
12.55,2807,31.3,57
11.36,2859,31.3,57
7.8,2928,31.8,57
12.25,2827,31.8,57
7.73,2929,31,57
12,2838,31,57
10.91,2871,31.2,57
11.81,2845,31.2,57
7.02,2939,31.6,57
11.18,2864,31.6,57
-0.83,3023,31,57
12.53,2809,31,57
8.64,2915,31.2,57
12.07,2835,31.2,57
5.62,2957,31.3,57
12.55,2807,31.3,57
-0.71,3022,31.8,57
11.87,2843,31.8,57
6.72,2943,31.8,57
11.33,2860,31.8,57
8,2925,31.8,57
11.29,2861,31.8,57
8.89,2911,31.9,57
10.56,2879,31.9,57
7.93,2926,31.1,57
12.1,2834,31.1,57
8,2925,31.8,57
12.21,2829,31.8,57
7.8,2928,31.5,57
11.81,2845,31.5,57
5.95,2953,31.6,57
11.84,2844,31.6,57
5.54,2958,31,57
11.84,2844,31,57
4.52,2970,31,57
11.81,2845,31,57
4.34,2972,31.4,57
10.74,2875,31.4,57
5.87,2954,31.3,57
10.52,2880,31.3,57
-24.32,3179,31.8,57
11.18,2864,31.8,57
6.18,2950,31.4,57
11.57,2853,31.4,57
6.18,2950,31.8,57
11.29,2861,31.8,57
2.46,2992,31.7,57
9.62,2672,31.7,57
4.78,2967,31.2,57
11.53,2854,31.2,57
-35.37,3234,31,57
12.64,2775,31,57
3.52,2981,31.7,57
7.65,2640,31.7,57
4.52,2970,31.8,57
-6.82,3071,31.8,57
2.16,2995,31.6,57
12.02,2837,31.6,57
0.82,3008,31.6,57
11.18,2864,31.6,57
-139.1,3583,31.7,57
11.81,2845,31.7,57
5.12,2963,31.2,57
11.92,2841,31.2,57
7.09,2938,31.1,57
12.61,2800,31.1,57
-293.29,3918,31.9,57
11.81,2845,31.9,57
5.37,2960,31,57
2.56,2991,31,57
3.33,2983,31.7,57
11.66,2850,31.7,57
3.8,2978,31.8,57
11.18,2864,31.8,57
4.07,2975,31,57
10.91,2871,31,57
5.37,2960,31,57
11.81,2845,31,57
6.42,2947,31.4,57
11.5,2855,31.4,57
3.42,2982,31.5,57
11.81,2845,31.5,57
-25.08,3183,31.6,57
11.36,2859,31.6,57
5.54,2958,31.1,57
11.33,2860,31.1,57
-55.79,3321,31,57
11.18,2864,31,57
7.31,2935,31.3,57
11.4,2858,31.3,57
-6.68,3070,31.7,57
11.75,2847,31.7,57
4.25,2973,31.9,57
10.99,2869,31.9,57
6.26,2949,31.4,57
12.02,2837,31.4,57
3.7,2979,31.8,57
12.67,2786,31.8,57
7.8,2928,31.1,57
12.12,2833,31.1,57
-11.58,3104,31.6,57
12.65,2793,31.6,57
-38.9,2320,31.1,57
12.66,2791,31.1,57
6.8,2942,31.6,57
11.57,2853,31.6,57
10.52,2880,31,57
9.73,2896,31,57
-14.23,3121,31.5,57
9.01,2909,31.5,57
0.93,3007,31,57
11.53,2854,31,57
9.73,2896,31.2,57
11.53,2854,31.2,57
4.78,2967,31.6,57
6.42,2947,31.6,57
-0.94,3024,31,57
11.36,2859,31,57
5.79,2955,31.6,57
11.5,2855,31.6,57
4.78,2967,31.1,57
11.66,2850,31.1,57
6.87,2941,31.4,57
11.69,2849,31.4,57
8.07,2924,31.8,57
10.65,2877,31.8,57
4.25,2973,31.1,57
11.95,2840,31.1,57
-8.49,3083,31.5,57
12.6,2769,31.5,57
6.57,2945,31.6,57
11.69,2849,31.6,57
7.38,2934,31.9,57
11.75,2847,31.9,57
4.78,2967,31.3,57
11.81,2845,31.3,57
6.49,2946,31,57
12.51,2811,31,57
5.7,2956,31.7,57
12.27,2826,31.7,57
5.37,2960,31.9,57
11.89,2842,31.9,57
2.66,2990,31.1,57
-54.78,3317,31.1,57
4.87,2966,31.7,57
12.14,2832,31.7,57
2.56,2991,31.9,57
11.81,2845,31.9,57
-32.21,3219,31.9,57
11.07,2867,31.9,57
5.62,2957,31.1,57
12.12,2833,31.1,57
5.46,2959,31.2,57
11.18,2864,31.2,57
4.25,2973,31.7,57
11.1,2704,31.7,57
6.87,2941,31.6,57
12.25,2827,31.6,57
4.52,2970,31.9,57
6.4,2623,31.9,57
0.82,3008,31.1,57
11.36,2859,31.1,57
4.07,2975,31.7,57
11.4,2858,31.7,57
7.8,2928,31.9,57
11.5,2855,31.9,57
5.37,2960,31,57
11.22,2863,31,57
4.78,2967,31.3,57
11.6,2852,31.3,57
10.37,2687,31.6,57
3.42,2982,31.6,57
3.33,2983,31.9,57
12.29,2825,31.9,57
6.26,2949,31.4,57
11.72,2848,31.4,57
4.07,2975,31.7,57
11.66,2850,31.7,57
4.43,2971,31.1,57
11.53,2854,31.1,57
5.46,2959,31.6,57
11.78,2846,31.6,57
3.89,2977,31.1,57
8.26,2921,31.1,57
6.18,2950,31.2,57
-15.2,3127,31.2,57
4.52,2970,31.2,57
5.37,2960,31.2,57
4.78,2967,31.4,57
11.26,2862,31.4,57
6.26,2949,31.4,57
10.24,2886,31.4,57
5.95,2953,31.5,57
11.07,2867,31.5,57
-159.93,3636,31.6,57
11.5,2855,31.6,57
10.04,2890,31.8,57
12.66,2788,31.8,57
3.89,2977,31.9,57
12.05,2836,31.9,57
5.37,2960,31.1,57
11.89,2842,31.1,57
2.76,2989,31.4,57
11.72,2848,31.4,57
3.33,2983,31.8,57
-5.22,3059,31.8,57
-12.84,2458,31.7,57
11.72,2848,31.7,57
11.72,2848,31.1,57
12.14,2832,31.1,57
8.58,2916,31.3,57
12,2838,31.3,57
3.42,2982,31.5,57
11.6,2852,31.5,57
7.02,2939,31.5,57
11.63,2851,31.5,57
6.42,2947,31.8,57
2.95,2987,31.8,57
7.8,2928,31.1,57
5.1,2607,31.1,57
4.16,2974,31.7,57
12.14,2832,31.7,57
-0.15,3017,31.8,57
11.14,2865,31.8,57
-5.22,3059,31,57
11.53,2854,31,57
-1.05,3025,31.7,57
10.52,2880,31.7,57
4.6,2969,31.9,57
12.65,2794,31.9,57
6.34,2948,31.1,57
10.52,2880,31.1,57
6.18,2950,31.6,57
11.87,2843,31.6,57
3.89,2977,31,57
11.57,2853,31,57
-4.34,2518,31.1,57
10.38,2883,31.1,57
4.95,2965,31.3,57
11.78,2846,31.3,57
8.26,2921,31.5,57
12.1,2834,31.5,57
3.52,2981,31.8,57
12.07,2835,31.8,57
5.29,2961,31.9,57
11.89,2842,31.9,57
5.37,2960,31.2,57
11.62,2719,31.2,57
4.78,2967,31.3,57
12.23,2828,31.3,57
5.46,2959,31,57
11.86,2727,31,57
3.8,2978,31.6,57
11.47,2856,31.6,57
5.37,2960,31.9,57
11.33,2860,31.9,57
4.07,2975,31.1,57
12.44,2816,31.1,57
5.21,2962,31.7,57
12.16,2831,31.7,57
2.36,2993,31,57
11.66,2850,31,57
3.89,2977,31.6,57
11.43,2857,31.6,57
5.21,2962,31.7,57
12.12,2833,31.7,57
4.78,2967,31.9,57
11.97,2839,31.9,57
2.66,2990,31.3,57
11.87,2843,31.3,57
7.17,2937,31,57
11.75,2847,31,57
4.43,2971,31.1,57
12,2838,31.1,57
1.96,2997,31.2,57
12.42,2817,31.2,57
5.12,2963,31.3,57
12.66,2791,31.3,57
5.29,2961,31,57
11.11,2866,31,57
4.87,2966,31.2,57
-14.1,2450,31.2,57
-25.08,3183,31.8,57
11.84,2844,31.8,57
5.29,2961,31.1,57
-6.58,2501,31.1,57
9.28,2666,31.2,57
11.66,2850,31.2,57
5.37,2960,31.4,57
11.22,2863,31.4,57
3.98,2976,31,57
-3.07,3042,31,57
3.8,2978,31.2,57
12.44,2816,31.2,57
10.65,2877,31.7,57
2.46,2992,31.7,57
8.64,2915,31,57
12.14,2832,31,57
-1.05,3025,31.1,57
-18.38,3146,31.1,57
1.35,3003,31.1,57
11.81,2845,31.1,57
4.95,2965,31.2,57
11.53,2854,31.2,57
6.09,2619,31.8,57
11.57,2853,31.8,57
1.96,2997,31.8,57
11.72,2848,31.8,57
-1.63,3030,31.8,57
10.74,2875,31.8,57
-5.88,3064,31.8,57
11.18,2864,31.8,57
1.86,2998,31.4,57
11.07,2867,31.4,57
5.04,2964,31,57
12.14,2832,31,57
4.95,2965,31.1,57
11.63,2851,31.1,57
6.49,2946,31,57
11.18,2864,31,57
4.78,2967,31.1,57
12.12,2833,31.1,57
-3.07,3042,31.5,57
12.61,2770,31.5,57
5.87,2954,31.1,57
11.36,2859,31.1,57
4.16,2974,31.3,57
11.72,2848,31.3,57
4.87,2966,31.9,57
11.75,2847,31.9,57
-14.07,3120,31.4,57
7.29,2635,31.4,57
3.33,2983,31.7,57
11.97,2839,31.7,57
5.37,2960,31.2,57
11.89,2842,31.2,57
1.55,3001,31.2,57
-10.67,3098,31.2,57
5.54,2958,31.2,57
11.26,2862,31.2,57
9.62,2672,31.4,57
11.33,2860,31.4,57
6.87,2941,31.7,57
11.66,2850,31.7,57
5.87,2954,31.7,57
11.69,2849,31.7,57
5.87,2954,31.2,57
11.78,2846,31.2,57
11.03,2868,31.2,57
11.89,2842,31.2,57
7.45,2933,31.4,57
12.22,2742,31.4,57
8.13,2923,31.5,57
11.36,2859,31.5,57
5.62,2957,31.1,57
2.46,2992,31.1,57
7.17,2937,31.1,57
12.07,2835,31.1,57
6.42,2947,31.2,57
12.47,2814,31.2,57
6.87,2941,31.4,57
12.56,2806,31.4,57
6.72,2943,31.5,57
9.72,2674,31.5,57
-118.19,3526,31.6,57
12.66,2789,31.6,57
7.45,2933,31.9,57
12.27,2826,31.9,57
-66.4,3361,31.2,57
12.29,2825,31.2,57
8.33,2920,31.4,57
12.61,2800,31.4,57
7.59,2931,31.3,57
11.72,2848,31.3,57
-9.64,3091,31.7,57
12.27,2826,31.7,57
8.83,2912,31.2,57
12.19,2830,31.2,57
11.18,2864,31.8,57
12.38,2820,31.8,57
6.18,2950,31.9,57
12.64,2795,31.9,57
11.06,2703,31.2,57
12.14,2832,31.2,57
8.33,2920,31.4,57
12.5,2759,31.4,57
4.95,2965,31.6,57
12.27,2826,31.6,57
7.38,2934,31.9,57
11.81,2845,31.9,57
9.18,2906,31.7,57
12.34,2822,31.7,57
7.8,2928,31,57
8.69,2656,31,57
11.69,2849,31.2,57
12.61,2800,31.2,57
11.07,2867,31.5,57
12.47,2814,31.5,57
7.09,2938,31.5,57
12.39,2819,31.5,57
6.42,2947,31.9,57
12.51,2811,31.9,57
8.46,2918,31.7,57
6.65,2944,31.7,57
8,2925,31,57
11.18,2864,31,57
7.59,2931,31.7,57
12.36,2821,31.7,57
8.83,2912,31,57
10.33,2884,31,57
7.73,2929,31.4,57
11.4,2858,31.4,57
8.2,2922,31.7,57
12.14,2832,31.7,57
0.48,2559,31,57
11.81,2845,31,57
2.95,2987,31.2,57
11.5,2855,31.2,57
9.41,2902,31.4,57
12.55,2807,31.4,57
8.71,2914,31,57
12.42,2817,31,57
7.93,2926,31.7,57
12.02,2837,31.7,57
8.2,2922,31.9,57
12.66,2789,31.9,57
10.09,2889,31.1,57
12.25,2827,31.1,57
7.66,2930,31,57
9.63,2898,31,57
-6.82,3071,31.5,57
12.14,2832,31.5,57
8.39,2919,31.4,57
12.53,2809,31.4,57
7.73,2929,31.2,57
12.25,2827,31.2,57
8.07,2924,31.5,57
12,2838,31.5,57
-6.82,3071,31.9,57
12.67,2786,31.9,57
7.93,2926,31.9,57
12.27,2826,31.9,57
8.13,2923,31,57
5.37,2960,31,57
8.46,2918,31.5,57
12.45,2815,31.5,57
-1.31,2543,31.6,57
12.45,2815,31.6,57
12.29,2825,30.7,58
12.51,2811,30.7,58
8.13,2923,30.2,58
12.49,2812,30.2,58
7.66,2930,30.5,58
12.56,2806,30.5,58
6.87,2941,30.2,58
12.39,2819,30.2,58
8.13,2923,30.2,58
12.34,2822,30.2,58
4.95,2965,30.9,58
12.45,2815,30.9,58
7.45,2933,30.5,57
12.65,2793,30.5,57
8.39,2919,30.8,58
12.32,2823,30.8,58
8.58,2916,30,57
12.61,2800,30,57
8.52,2917,30.7,57
11.63,2851,30.7,57
6.57,2945,30.8,57
12.34,2822,30.8,57
1.66,3000,30,57
12.64,2774,30,57
8.12,2647,30.6,57
12.45,2815,30.6,57
12.67,2785,30.2,57
12.34,2822,30.2,57
6.65,2944,30.9,57
12.34,2822,30.9,57
7.66,2930,30.6,57
12.45,2815,30.6,57
8.64,2915,30.1,57
12.19,2830,30.1,57
-0.49,3020,30.2,57
12.34,2822,30.2,57
9.46,2901,30.2,57
12.29,2825,30.2,57
7.8,2928,30.3,57
11.63,2851,30.3,57
9.63,2898,30.2,57
12.55,2807,30.2,57
7.87,2927,30.4,57
12.45,2815,30.4,57
12.61,2770,31.6,57
12.14,2832,31.6,57
7.09,2938,31,57
12.34,2822,31,57
7.93,2926,31.7,57
11.18,2864,31.7,57
8.64,2915,31.9,57
11.89,2842,31.9,57
8.13,2923,31.1,57
12.67,2785,31.1,57
7.31,2935,31.4,57
12.45,2815,31.4,57
10.47,2881,31.8,57
12,2838,31.8,57
8.52,2917,31.3,57
12.14,2832,31.3,57
7.38,2934,31.6,57
12.12,2833,31.6,57
5.95,2953,31,57
12.42,2817,31,57
8.26,2921,31.7,57
12.19,2830,31.7,57
-42.74,2303,31.3,57
12.61,2801,31.3,57
8.46,2918,31.5,57
12.1,2834,31.5,57
5.79,2955,31.6,57
12.12,2833,31.6,57
7.31,2935,31.3,57
12.65,2794,31.3,57
7.31,2935,31.6,57
-18.08,2426,31.6,57
9.12,2907,31.9,57
12.1,2834,31.9,57
8.26,2921,31.6,57
12.16,2831,31.6,57
8.64,2915,31.4,57
12.16,2831,31.4,57
0.5,3011,31,57
10.19,2887,31,57
6.72,2943,31.8,57
12.61,2800,31.8,57
7.45,2933,31.4,57
12.14,2832,31.4,57
3.8,2978,31.1,57
5.62,2957,31.1,57
7.31,2935,31.6,57
12.34,2822,31.6,57
8.26,2921,31.2,57
12.36,2821,31.2,57
8.77,2913,31.8,57
12.48,2813,31.8,57
-22.1,3167,31.7,57
12.14,2832,31.7,57
7.66,2930,31.2,57
11.87,2843,31.2,57
6.8,2942,31.8,57
11.78,2846,31.8,57
7.93,2926,31.4,57
3.61,2980,31.4,57
6.26,2949,31.1,57
11.26,2862,31.1,57
7.8,2928,31.9,57
12.34,2822,31.9,57
8,2925,31.5,57
10.98,2701,31.5,57
8.95,2910,31.1,57
10.86,2698,31.1,57
8.39,2919,31.6,57
9.93,2678,31.6,57
7.8,2928,31.3,57
12.14,2832,31.3,57
8.07,2924,31.9,57
12.6,2802,31.9,57
6.49,2946,31.5,57
12.1,2834,31.5,57
8.58,2916,31.1,57
11.57,2853,31.1,57
8.39,2919,31.6,57
12.47,2814,31.6,57
6.18,2950,31.2,57
-205.61,3742,31.2,57
5.79,2955,31.9,57
12.14,2832,31.9,57
9.73,2896,31.3,57
12.48,2813,31.3,57
7.87,2927,31.9,57
12.14,2832,31.9,57
6.72,2943,31.6,57
12.34,2822,31.6,57
7.8,2928,31.2,57
9.12,2907,31.2,57
-10.67,3098,31.8,57
12.14,2832,31.8,57
-24.7,3181,31.2,57
12.59,2803,31.2,57
8,2925,31.8,57
12.16,2831,31.8,57
6.72,2943,31.4,57
11.92,2841,31.4,57
6.26,2949,31,57
12.21,2829,31,57
-3.68,3047,31.5,57
-1.17,3026,31.5,57
9.46,2901,31.2,57
12.14,2832,31.2,57
8.89,2911,31,57
11.81,2845,31,57
7.45,2933,31.6,57
11.75,2847,31.6,57
6.72,2943,31.1,57
12.19,2830,31.1,57
-9.2,3088,31.6,57
7.45,2933,31.6,57
-11.42,3103,31.9,57
3.89,2977,31.9,57
-4.83,3056,31.4,57
-56.82,3325,31.4,57
-2.58,3038,31.9,57
2.46,2992,31.9,57
1.45,3002,31.4,57
0.72,3009,31.4,57
5.12,2963,31,57
11.07,2867,31,57
6.26,2949,31.5,57
11.66,2850,31.5,57
5.12,2963,31.8,57
11.92,2841,31.8,57
5.12,2963,31.7,57
11.36,2859,31.7,57
