Moisture,ADC,Temperature,Humidity
14.27,2915,29.8,51
12.4,2923,29.8,51
14.72,2913,29.8,51
12.88,2921,29.8,51
10.96,2929,29.7,51
12.4,2923,29.7,51
12.64,2922,29.3,51
12.4,2923,29.9,51
11.68,2926,29.6,51
18.19,2897,29.8,51
12.88,2921,29.5,51
15.39,2910,29.8,51
14.72,2913,29.5,51
12.88,2921,29.7,51
12.64,2922,29.3,51
13.34,2919,29.9,51
14.04,2916,29.1,51
15.17,2911,29.1,51
14.95,2912,29,51
11.92,2925,29.1,51
12.4,2923,29.4,51
13.34,2919,29.8,51
12.88,2921,29.2,51
12.64,2922,29,51
11.44,2927,29.1,51
14.49,2914,29.6,51
12.4,2923,29.9,51
12.88,2921,29.7,51
14.95,2912,29.8,51
13.58,2918,29.7,51
12.16,2924,29.7,51
13.58,2918,29.8,51
12.64,2922,29.8,51
13.34,2919,29.8,51
12.64,2922,29.8,51
12.4,2923,29.8,51
12.4,2923,29.8,51
9.97,2933,29.3,51
12.64,2922,29.4,51
12.88,2921,29,51
17.35,2901,29.9,52
12.64,2922,29.7,52
14.27,2915,29.1,52
9.97,2933,29.3,52
8.96,2937,29,52
12.88,2921,29.2,52
12.4,2923,29.4,52
14.95,2912,29.4,52
12.88,2921,29,52
14.27,2915,29.2,52
12.88,2921,29,52
13.58,2918,29.2,52
11.44,2927,29,52
11.2,2928,29.9,52
10.96,2929,29.9,52
13.81,2917,29.9,52
13.34,2919,29.9,52
13.34,2919,29.9,52
11.92,2925,29.9,52
12.64,2922,29.9,52
13.81,2917,29.9,52
12.16,2924,29.9,52
12.4,2923,29.9,52
20.99,2883,29.9,52
13.34,2919,29.9,52
14.27,2915,29.9,52
11.2,2928,29.9,52
12.4,2923,29.9,52
11.2,2928,29.9,52
12.64,2922,29.9,52
11.92,2925,29.9,52
17.14,2902,29.2,52
14.49,2914,29,52
12.64,2922,29.6,52
11.44,2927,29.1,52
11.92,2925,29,52
15.39,2910,29.2,52
11.68,2926,29.4,52
22.49,2875,29.5,52
13.58,2918,29.5,52
15.17,2911,29.5,52
11.92,2925,29.5,52
18.4,2896,29.5,52
12.64,2922,29.5,52
7.68,2942,29.8,52
11.44,2927,29.9,52
19.42,2891,29.9,52
15.39,2910,29.9,52
11.2,2928,29.6,52
14.49,2914,29.1,52
8.71,2938,29,52
13.58,2918,29.9,52
23.92,2867,29.2,52
13.81,2917,29,52
13.34,2919,29.3,52
11.44,2927,29,52
17.14,2902,29.6,52
13.58,2918,29.1,52
13.11,2920,29.3,52
12.4,2923,29,52
17.77,2899,29.6,52
14.72,2913,29.8,52
21.37,2881,29.7,52
12.88,2921,29.1,52
8.71,2938,29.9,52
5.84,2949,29.7,52
13.58,2918,29.7,52
13.81,2917,29.1,52
22.49,2875,29.3,52
12.4,2923,29.4,52
12.88,2921,29.4,52
13.34,2919,29.4,52
11.68,2926,29,52
13.58,2918,29.9,52
13.34,2919,29.2,52
13.58,2918,29,52
13.81,2917,29.3,52
12.88,2921,29,52
13.58,2918,29.6,52
14.72,2913,29.8,52
12.4,2923,29.7,52
12.88,2921,29.1,52
13.34,2919,29.3,52
